Model,Asset,Value,What
MLPClassifier,LINKUSDT_1d,0.3202299540461775,F1 VALIDATION
MLPClassifier,LINKUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,LINKUSDT_1d,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,LINKUSDT_1d,0.5163934426229508,FINAL TEST
MLPClassifier,LINKUSDT_1d,0.49519601655095025,F1 FINAL TEST
MLPClassifier,LINKUSDT_1d,"{0: 0.5109289617486339, 1: 0.4890710382513661}",DESBALANCEO REAL
MLPClassifier,LINKUSDT_1d,"{1: 0.7158469945355191, 0: 0.28415300546448086}",DESBALANCEO PREDICCIÓN
MLPClassifier,AVAXUSDT_1d,0.35331058491608536,F1 VALIDATION
MLPClassifier,AVAXUSDT_1d,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
MLPClassifier,AVAXUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,AVAXUSDT_1d,0.33733356954086763,F1 VALIDATION
MLPClassifier,AVAXUSDT_1d,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
MLPClassifier,AVAXUSDT_1d,"{0: 0.9876543209876543, 1: 0.012345679012345678}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,AVAXUSDT_1d,0.38116872488175807,F1 VALIDATION
MLPClassifier,AVAXUSDT_1d,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
MLPClassifier,AVAXUSDT_1d,"{1: 0.9506172839506173, 0: 0.04938271604938271}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,AVAXUSDT_1d,0.3583681374216897,F1 VALIDATION
MLPClassifier,AVAXUSDT_1d,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
MLPClassifier,AVAXUSDT_1d,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,AVAXUSDT_1d,0.4237816200586658,F1 VALIDATION
MLPClassifier,AVAXUSDT_1d,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
MLPClassifier,AVAXUSDT_1d,"{1: 0.9876543209876543, 0: 0.012345679012345678}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,AVAXUSDT_1d,0.5049319609208179,F1 VALIDATION
MLPClassifier,AVAXUSDT_1d,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
MLPClassifier,AVAXUSDT_1d,"{1: 0.6296296296296297, 0: 0.37037037037037035}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,AVAXUSDT_1d,0.33825862567807957,F1 VALIDATION
MLPClassifier,AVAXUSDT_1d,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
MLPClassifier,AVAXUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,AVAXUSDT_1d,0.4889529166369361,F1 VALIDATION
MLPClassifier,AVAXUSDT_1d,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
MLPClassifier,AVAXUSDT_1d,"{0: 0.7654320987654321, 1: 0.2345679012345679}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,AVAXUSDT_1d,0.33828231101656214,F1 VALIDATION
MLPClassifier,AVAXUSDT_1d,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
MLPClassifier,AVAXUSDT_1d,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,AVAXUSDT_1d,0.3706506522561527,F1 VALIDATION
MLPClassifier,AVAXUSDT_1d,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
MLPClassifier,AVAXUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,AVAXUSDT_1d,0.4808743169398907,FINAL TEST
MLPClassifier,AVAXUSDT_1d,0.48031566675634474,F1 FINAL TEST
MLPClassifier,AVAXUSDT_1d,"{0: 0.5382513661202186, 1: 0.46174863387978143}",DESBALANCEO REAL
MLPClassifier,AVAXUSDT_1d,"{1: 0.505464480874317, 0: 0.49453551912568305}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,BTCUSDT_1d,0.428880329608558,F1 VALIDATION
RandomForestClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BTCUSDT_1d,"{0: 0.7530864197530864, 1: 0.24691358024691357}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BTCUSDT_1d,0.4294922022777957,F1 VALIDATION
RandomForestClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BTCUSDT_1d,"{0: 0.9506172839506173, 1: 0.04938271604938271}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BTCUSDT_1d,0.4061949636057083,F1 VALIDATION
RandomForestClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BTCUSDT_1d,"{0: 0.7407407407407407, 1: 0.25925925925925924}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BTCUSDT_1d,0.4189471573553396,F1 VALIDATION
RandomForestClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BTCUSDT_1d,"{0: 0.6666666666666666, 1: 0.3333333333333333}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BTCUSDT_1d,0.43278176550492986,F1 VALIDATION
RandomForestClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BTCUSDT_1d,"{0: 0.7037037037037037, 1: 0.2962962962962963}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BTCUSDT_1d,0.4137124470311253,F1 VALIDATION
RandomForestClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BTCUSDT_1d,"{0: 0.7777777777777778, 1: 0.2222222222222222}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BTCUSDT_1d,0.4108106007086067,F1 VALIDATION
RandomForestClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BTCUSDT_1d,"{0: 0.654320987654321, 1: 0.345679012345679}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BTCUSDT_1d,0.43735000832822823,F1 VALIDATION
RandomForestClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BTCUSDT_1d,"{0: 0.6666666666666666, 1: 0.3333333333333333}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BTCUSDT_1d,0.43748457362772414,F1 VALIDATION
RandomForestClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BTCUSDT_1d,"{0: 0.7901234567901234, 1: 0.20987654320987653}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BTCUSDT_1d,0.42682090867241307,F1 VALIDATION
RandomForestClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BTCUSDT_1d,"{0: 0.6790123456790124, 1: 0.32098765432098764}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BTCUSDT_1d,0.5136612021857924,FINAL TEST
RandomForestClassifier,BTCUSDT_1d,0.5028388278388278,F1 FINAL TEST
RandomForestClassifier,BTCUSDT_1d,"{1: 0.5218579234972678, 0: 0.4781420765027322}",DESBALANCEO REAL
RandomForestClassifier,BTCUSDT_1d,"{0: 0.6693989071038251, 1: 0.33060109289617484}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,ETHUSDT_1d,0.436984971552397,F1 VALIDATION
RandomForestClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
RandomForestClassifier,ETHUSDT_1d,"{0: 0.8518518518518519, 1: 0.14814814814814814}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ETHUSDT_1d,0.44734724348258614,F1 VALIDATION
RandomForestClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
RandomForestClassifier,ETHUSDT_1d,"{0: 0.5185185185185185, 1: 0.48148148148148145}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ETHUSDT_1d,0.47291894356433845,F1 VALIDATION
RandomForestClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
RandomForestClassifier,ETHUSDT_1d,"{0: 0.5432098765432098, 1: 0.4567901234567901}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ETHUSDT_1d,0.42701104739007184,F1 VALIDATION
RandomForestClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
RandomForestClassifier,ETHUSDT_1d,"{0: 0.8641975308641975, 1: 0.13580246913580246}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ETHUSDT_1d,0.4444080438754313,F1 VALIDATION
RandomForestClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
RandomForestClassifier,ETHUSDT_1d,"{0: 0.8641975308641975, 1: 0.13580246913580246}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ETHUSDT_1d,0.4305695646988209,F1 VALIDATION
RandomForestClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
RandomForestClassifier,ETHUSDT_1d,"{0: 0.8641975308641975, 1: 0.13580246913580246}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ETHUSDT_1d,0.43511461572332727,F1 VALIDATION
RandomForestClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
RandomForestClassifier,ETHUSDT_1d,"{0: 0.8395061728395061, 1: 0.16049382716049382}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ETHUSDT_1d,0.44158502329550053,F1 VALIDATION
RandomForestClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
RandomForestClassifier,ETHUSDT_1d,"{0: 0.6419753086419753, 1: 0.35802469135802467}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ETHUSDT_1d,0.46266071332073383,F1 VALIDATION
RandomForestClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
RandomForestClassifier,ETHUSDT_1d,"{0: 0.7777777777777778, 1: 0.2222222222222222}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ETHUSDT_1d,0.4505268989950414,F1 VALIDATION
RandomForestClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
RandomForestClassifier,ETHUSDT_1d,"{0: 0.6172839506172839, 1: 0.38271604938271603}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ETHUSDT_1d,0.49453551912568305,FINAL TEST
RandomForestClassifier,ETHUSDT_1d,0.4942296918767507,F1 FINAL TEST
RandomForestClassifier,ETHUSDT_1d,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
RandomForestClassifier,ETHUSDT_1d,"{1: 0.505464480874317, 0: 0.49453551912568305}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,XRPUSDT_1d,0.5222341548088649,F1 VALIDATION
RandomForestClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,XRPUSDT_1d,0.5009272112244363,F1 VALIDATION
RandomForestClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,XRPUSDT_1d,"{1: 0.5185185185185185, 0: 0.48148148148148145}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,XRPUSDT_1d,0.4937289475471463,F1 VALIDATION
RandomForestClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,XRPUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,XRPUSDT_1d,0.4965249812064007,F1 VALIDATION
RandomForestClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,XRPUSDT_1d,"{1: 0.5308641975308642, 0: 0.4691358024691358}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,XRPUSDT_1d,0.47692831002321034,F1 VALIDATION
RandomForestClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,XRPUSDT_1d,"{1: 0.5555555555555556, 0: 0.4444444444444444}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,XRPUSDT_1d,0.47977843328829434,F1 VALIDATION
RandomForestClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,XRPUSDT_1d,"{1: 0.691358024691358, 0: 0.30864197530864196}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,XRPUSDT_1d,0.47234605539352187,F1 VALIDATION
RandomForestClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,XRPUSDT_1d,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,XRPUSDT_1d,0.46878995710151716,F1 VALIDATION
RandomForestClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,XRPUSDT_1d,"{1: 0.5432098765432098, 0: 0.4567901234567901}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,XRPUSDT_1d,0.4936645221396754,F1 VALIDATION
RandomForestClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,XRPUSDT_1d,0.4851188412180739,F1 VALIDATION
RandomForestClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,XRPUSDT_1d,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,XRPUSDT_1d,0.5109289617486339,FINAL TEST
RandomForestClassifier,XRPUSDT_1d,0.5086364011370199,F1 FINAL TEST
RandomForestClassifier,XRPUSDT_1d,"{1: 0.5081967213114754, 0: 0.4918032786885246}",DESBALANCEO REAL
RandomForestClassifier,XRPUSDT_1d,"{1: 0.5601092896174863, 0: 0.43989071038251365}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,BNBUSDT_1d,0.4493916338148634,F1 VALIDATION
RandomForestClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BNBUSDT_1d,"{0: 0.691358024691358, 1: 0.30864197530864196}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BNBUSDT_1d,0.41743545131559384,F1 VALIDATION
RandomForestClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BNBUSDT_1d,"{0: 0.8395061728395061, 1: 0.16049382716049382}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BNBUSDT_1d,0.4203564391408646,F1 VALIDATION
RandomForestClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BNBUSDT_1d,"{0: 0.7654320987654321, 1: 0.2345679012345679}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BNBUSDT_1d,0.3901558491420182,F1 VALIDATION
RandomForestClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BNBUSDT_1d,"{0: 0.8518518518518519, 1: 0.14814814814814814}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BNBUSDT_1d,0.3969537710847605,F1 VALIDATION
RandomForestClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BNBUSDT_1d,"{0: 0.7777777777777778, 1: 0.2222222222222222}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BNBUSDT_1d,0.4625349166811089,F1 VALIDATION
RandomForestClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BNBUSDT_1d,"{0: 0.654320987654321, 1: 0.345679012345679}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BNBUSDT_1d,0.42515879958151076,F1 VALIDATION
RandomForestClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BNBUSDT_1d,"{0: 0.6666666666666666, 1: 0.3333333333333333}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BNBUSDT_1d,0.4033714258732191,F1 VALIDATION
RandomForestClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BNBUSDT_1d,"{0: 0.8024691358024691, 1: 0.19753086419753085}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BNBUSDT_1d,0.42363161595366916,F1 VALIDATION
RandomForestClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BNBUSDT_1d,"{0: 0.8024691358024691, 1: 0.19753086419753085}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BNBUSDT_1d,0.4255958454106857,F1 VALIDATION
RandomForestClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BNBUSDT_1d,"{0: 0.8148148148148148, 1: 0.18518518518518517}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BNBUSDT_1d,0.453551912568306,FINAL TEST
RandomForestClassifier,BNBUSDT_1d,0.4519153014465842,F1 FINAL TEST
RandomForestClassifier,BNBUSDT_1d,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
RandomForestClassifier,BNBUSDT_1d,"{1: 0.5355191256830601, 0: 0.4644808743169399}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,SOLUSDT_1d,0.4935794463373687,F1 VALIDATION
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
RandomForestClassifier,SOLUSDT_1d,"{0: 0.6296296296296297, 1: 0.37037037037037035}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,SOLUSDT_1d,0.4969686228792936,F1 VALIDATION
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
RandomForestClassifier,SOLUSDT_1d,"{0: 0.5555555555555556, 1: 0.4444444444444444}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,SOLUSDT_1d,0.47243975358747325,F1 VALIDATION
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
RandomForestClassifier,SOLUSDT_1d,"{0: 0.7037037037037037, 1: 0.2962962962962963}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,SOLUSDT_1d,0.5015392806518889,F1 VALIDATION
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
RandomForestClassifier,SOLUSDT_1d,"{0: 0.7407407407407407, 1: 0.25925925925925924}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,SOLUSDT_1d,0.48992749747148334,F1 VALIDATION
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
RandomForestClassifier,SOLUSDT_1d,"{0: 0.6790123456790124, 1: 0.32098765432098764}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,SOLUSDT_1d,0.4922162854050887,F1 VALIDATION
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
RandomForestClassifier,SOLUSDT_1d,"{1: 0.6296296296296297, 0: 0.37037037037037035}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,SOLUSDT_1d,0.4914664873444373,F1 VALIDATION
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
RandomForestClassifier,SOLUSDT_1d,"{0: 0.6419753086419753, 1: 0.35802469135802467}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,SOLUSDT_1d,0.49385849784549424,F1 VALIDATION
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5061728395061729, 0: 0.49382716049382713}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,SOLUSDT_1d,0.5117516948135704,F1 VALIDATION
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5308641975308642, 0: 0.4691358024691358}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,SOLUSDT_1d,0.5111272758701568,F1 VALIDATION
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
RandomForestClassifier,SOLUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,SOLUSDT_1d,0.5136612021857924,FINAL TEST
RandomForestClassifier,SOLUSDT_1d,0.51342873360619,F1 FINAL TEST
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5081967213114754, 0: 0.4918032786885246}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,ADAUSDT_1d,0.465919885632501,F1 VALIDATION
RandomForestClassifier,ADAUSDT_1d,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
RandomForestClassifier,ADAUSDT_1d,"{0: 0.5555555555555556, 1: 0.4444444444444444}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ADAUSDT_1d,0.4532620391202384,F1 VALIDATION
RandomForestClassifier,ADAUSDT_1d,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
RandomForestClassifier,ADAUSDT_1d,"{1: 0.5061728395061729, 0: 0.49382716049382713}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ADAUSDT_1d,0.43672977081557124,F1 VALIDATION
RandomForestClassifier,ADAUSDT_1d,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
RandomForestClassifier,ADAUSDT_1d,"{1: 0.8271604938271605, 0: 0.1728395061728395}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ADAUSDT_1d,0.4505360967403965,F1 VALIDATION
RandomForestClassifier,ADAUSDT_1d,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
RandomForestClassifier,ADAUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ADAUSDT_1d,0.4407577001378923,F1 VALIDATION
RandomForestClassifier,ADAUSDT_1d,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
RandomForestClassifier,ADAUSDT_1d,"{0: 0.6049382716049383, 1: 0.3950617283950617}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ADAUSDT_1d,0.4393015866818972,F1 VALIDATION
RandomForestClassifier,ADAUSDT_1d,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
RandomForestClassifier,ADAUSDT_1d,"{0: 0.6790123456790124, 1: 0.32098765432098764}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ADAUSDT_1d,0.47651621780863207,F1 VALIDATION
RandomForestClassifier,ADAUSDT_1d,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
RandomForestClassifier,ADAUSDT_1d,"{0: 0.5925925925925926, 1: 0.4074074074074074}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ADAUSDT_1d,0.47402273697522707,F1 VALIDATION
RandomForestClassifier,ADAUSDT_1d,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
RandomForestClassifier,ADAUSDT_1d,"{0: 0.6172839506172839, 1: 0.38271604938271603}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ADAUSDT_1d,0.46128515113958013,F1 VALIDATION
RandomForestClassifier,ADAUSDT_1d,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
RandomForestClassifier,ADAUSDT_1d,"{0: 0.5679012345679012, 1: 0.43209876543209874}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ADAUSDT_1d,0.4694445243843427,F1 VALIDATION
RandomForestClassifier,ADAUSDT_1d,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
RandomForestClassifier,ADAUSDT_1d,"{1: 0.5061728395061729, 0: 0.49382716049382713}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ADAUSDT_1d,0.48633879781420764,FINAL TEST
RandomForestClassifier,ADAUSDT_1d,0.48558612440191384,F1 FINAL TEST
RandomForestClassifier,ADAUSDT_1d,"{0: 0.5081967213114754, 1: 0.4918032786885246}",DESBALANCEO REAL
RandomForestClassifier,ADAUSDT_1d,"{1: 0.546448087431694, 0: 0.453551912568306}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,TRXUSDT_1d,0.5051661221613966,F1 VALIDATION
RandomForestClassifier,TRXUSDT_1d,"{1: 0.6419753086419753, 0: 0.35802469135802467}",DESBALANCEO REAL VAL
